nome_escola,codigo_municipio,pib_per_capita,quantidade_salas,score_potencial
COLEGIO NOSSA SENHORA DO MONTE CALVARIO,3106200,56227.29,27.0,0.944
COL SERIOS,5300108,129790.44,39.0,0.9439
MARILIA MATTOSO ICARAI 2,3303302,158314.82,16.0,0.9437
MARILIA MATTOSO ICARAI 1 ALZIRA BITTENCOURT,3303302,158314.82,16.0,0.9437
CENTRO EDUC DE NITEROI,3303302,158314.82,16.0,0.9437
COLEGIO SAO JOSE,3303302,158314.82,16.0,0.9437
GRUPO DE ENSINO MIRANDA BARROSO,3303302,158314.82,16.0,0.9437
TIA CLAUDIA CRECHE ESCOLA LTDA,3303302,158314.82,16.0,0.9437
COL PIRATININGA,3303302,158314.82,16.0,0.9437
ESCOLA DE EDUCACAO PROFISSIONAL DO HOSPITAL MOINHOS DE VENTO,4314902,78586.94,19.0,0.9437
ESC ENS MEDIO CESI ZONA SUL,4314902,78586.94,19.0,0.9437
ESC DE EDUC BASICA DON LUIS GUANELLA,4314902,78586.94,19.0,0.9437
ESC ARARA AZUL,5300108,129790.44,38.0,0.9435
COL COC LAGO NORTE,5300108,129790.44,38.0,0.9435
ESC DO RE MI,5300108,129790.44,38.0,0.9435
COLEGIO IDEAL - UNIDADE III,5300108,129790.44,37.0,0.943
COL IDEAL UNIDADE VI,5300108,129790.44,37.0,0.943
COL COC SUDOESTE,5300108,129790.44,37.0,0.943
COL OLIMPO,5300108,129790.44,37.0,0.943
CENTRO EDUCACIONAL PROJECAO GUARA II,5300108,129790.44,37.0,0.943
C EDUCACIONAL LEONARDO DA VINCI,5300108,129790.44,37.0,0.943
COL IDEAL - FUNDAMENTAL UNIDADE V,5300108,129790.44,36.0,0.9425
COL NOSSA SENHORA DO PERPETUO SOCORRO,5300108,129790.44,36.0,0.9425
HISCHOOL EDUCACIONAL SA,3106200,56227.29,26.0,0.9425
BENEDITINO DE VINHEDO COLEGIO,3556701,192052.06,20.0,0.9419
MODELO ALPHA ESCOLA CRISTA,3556701,192052.06,20.0,0.9419
C DE ENS EBENEZER - CENEB,5300108,129790.44,35.0,0.9418
SENAC CAMPINAS,3509502,80741.47,61.0,0.9418
CECILIA CROS C MDE EI EF M,4106902,67691.3,21.0,0.9418
COLEGIO SESC SAO JOSE,4106902,67691.3,21.0,0.9418
COL ADVENTISTA DA ASA SUL,5300108,129790.44,34.0,0.941
INST SAO JOSE,5300108,129790.44,34.0,0.941
ESTA - ESCOLA SANTO TOMAS DE AQUINO,3106200,56227.29,25.0,0.9408
COL ADVENTISTA DE PLANALTINA,5300108,129790.44,33.0,0.9402
COMUNITARIA DE CAMPINAS ESCOLA,3509502,80741.47,49.0,0.9401
FERNAO GAIVOTA ESCOLA DE ENS FUNDAMENTAL MEDIO E ED INFANTIL,3547304,92978.15,22.0,0.94
CENTRO EDUCACIONAL FITEL,3509502,80741.47,48.0,0.94
CRESCER COLEGIO,3509502,80741.47,47.0,0.9397
COLEGIO TRADICAO,4205407,58059.37,16.0,0.9396
COLEGIO ARTE E VIDA,4205407,58059.37,16.0,0.9396
COLEGIO SANTA CATARINA,4205407,58059.37,16.0,0.9396
SENAC SAUDE E BELEZA,4205407,58059.37,16.0,0.9396
COLEGIO DE ENSINO MEDIO MANUELLA BASTOS,4205407,58059.37,16.0,0.9396
COLEGIO VOVO RAQUEL,4205407,58059.37,16.0,0.9396
COLEGIO CRUZ E SOUSA,4205407,58059.37,16.0,0.9396
EEF CRESCER,4314902,78586.94,18.0,0.9394
COL OBJETIVO DF - UNIDADE II,5300108,129790.44,32.0,0.9393
C EDUCACIONAL CHIANCA,5300108,129790.44,32.0,0.9393
RIO BRANCO COLEGIO,3509502,80741.47,44.0,0.939
JAIME KRATZ INSTITUTO EDUCACIONAL,3509502,80741.47,43.0,0.9388
PADRE ANCHIETA ESCOLAS,3525904,147597.65,80.0,0.9387
COLEGIO SAO PAULO,3106200,56227.29,24.0,0.9386
ESCOLA MUNDO FELIZ,3106200,56227.29,24.0,0.9386
INSTITUTO EDUCACIONAL ESCUDO DA VERDADE,3106200,56227.29,24.0,0.9386
ESC CANTINHO MAGICO,5300108,129790.44,31.0,0.9385
EMI - ESC MULTI-INTEGRAL,5300108,129790.44,31.0,0.9385
C DE EDUC PROFISSIONAL SENAC - PLANO PILOTO,5300108,129790.44,31.0,0.9385
DIVINA PROVIDENCIA ESCOLA,3525904,147597.65,61.0,0.9379
SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL LTDA,4202008,64707.5,16.0,0.9379
INTERATIVA E EI EF,4106902,67691.3,20.0,0.9378
AVIDUS SCHOOL,5300108,129790.44,30.0,0.9374
INSTEI - C DE ENS,5300108,129790.44,30.0,0.9374
SENAC ACOES MOVEIS,5300108,129790.44,30.0,0.9374
SENAI NOVA LIMA - CENTRO DE FORMACAO PROFISSIONAL AFONSO GRECO,3144805,111440.33,16.0,0.9374
COLEGIO ANGLO LEONARDO DA VINCI UNIDADE II,3547304,92978.15,21.0,0.937
BENTO QUIRINO COLEGIO POLITECNICO UNIDADE II,3509502,80741.47,39.0,0.937
DIVINO SALVADOR COLEGIO,3525904,147597.65,51.0,0.9368
CANADIAN SCHOOL VITORIA LTDA,3205309,87520.35,16.0,0.9366
ESCOLA DA ILHA LTDA,3205309,87520.35,16.0,0.9366
AMERICANA DE CAMPINAS ESCOLA EFM,3509502,80741.47,38.0,0.9366
META ESCOLA TECNICA DE FORMACAO PROFISSIONAL,3106200,56227.29,23.0,0.9363
ESCOLA TECNICA POLIMIG - CALAFATE,3106200,56227.29,23.0,0.9363
COL LA SALLE,5300108,129790.44,29.0,0.9361
CFP ROSERVARTE ALVES DE SOUZA - CFP-RAS,5300108,129790.44,29.0,0.9361
CENTRO DE ENSINO SANTA RITA DE CASSIA,5300108,129790.44,29.0,0.9361
ECB ESCOLA CANADENSE DE BRASILIA SUDOESTE,5300108,129790.44,29.0,0.9361
ESC ELEVA,5300108,129790.44,29.0,0.9361
CRIARTE COLEGIO,3525904,147597.65,46.0,0.9356
TIQUIRA ESCOLA BASICA,3509502,80741.47,36.0,0.9356
COLEGIO OPCAO LTDA ME GAPE,3303302,158314.82,15.0,0.9353
COLEGIO E CURSO ZEROHUM ITAIPU,3303302,158314.82,15.0,0.9353
JARDIM DE INFANCIA MEU SONHO,3303302,158314.82,15.0,0.9353
COLEGIO ESCREVENDO O FUTURO,3303302,158314.82,15.0,0.9353
COLEGIO E CURSO PIO XII,3303302,158314.82,15.0,0.9353
INTEGRA ESCOLA DE FORMACAO ED INFANTIL E ENSINO FUNDAMENTAL,3525904,147597.65,44.0,0.9351
PROGRESSO CAMPINEIRO COLEGIO,3509502,80741.47,35.0,0.9349
GRAU TECNICO - UNIDADE GAMA,5300108,129790.44,28.0,0.9348
COL MORAES REGO,5300108,129790.44,28.0,0.9348
COL IDEAL UNIDADE JARDIM BOTANICO,5300108,129790.44,28.0,0.9348
CMSS COL MODELO SAO SEBASTIAO,5300108,129790.44,28.0,0.9348
COL BIANGULO V,5300108,129790.44,28.0,0.9348
CEAV JR AGUAS CLARAS II - C EDUCACIONAL ALMEIDA VIEIRA JUNIOR,5300108,129790.44,28.0,0.9348
ESCOLA VERDE QUE TE QUERO VERDE,3548500,73963.51,16.0,0.9346
UNIVERSITAS ENSINO MEDIO COLEGIO,3548500,73963.51,16.0,0.9346
PROGRESSO SANTISTA COLEGIO,3548500,73963.51,16.0,0.9346
SANTA INES COLEGIO EIFM,3548500,73963.51,16.0,0.9346
SUPERANDO COLEGIO,3548500,73963.51,16.0,0.9346
SEMEAR COLEGIO,3509502,80741.47,34.0,0.9342
5240 EEI JARDIM FLORESTA LAMI,4314902,78586.94,17.0,0.9341
ESC ENS FUN NOSSA SENHORA DO BRASIL,4314902,78586.94,17.0,0.9341
ESCOLA DO SEBRAE,3106200,56227.29,22.0,0.9337
COLEGIO SALESIANO DE BELO HORIZONTE,3106200,56227.29,22.0,0.9337
CENTRO EDUCACIONAL EFIGENIA TOBIAS,3106200,56227.29,22.0,0.9337
CENTRO EDUCACIONAL PIO XII,3106200,56227.29,22.0,0.9337
ESCOLA LUCIA CASASANTA,3106200,56227.29,22.0,0.9337
LAPIS DE COR INSTITUTO DE EDUCACAO INFANTIL,3556206,80718.99,20.0,0.9336
COLEGIO DOM BOSCO MERCES EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,4106902,67691.3,19.0,0.9336
ECOLOGICA E EI EF,4106902,67691.3,19.0,0.9336
BOM JESUS SEMINARIO,4106902,67691.3,19.0,0.9336
COL BIANGULO VII,5300108,129790.44,27.0,0.9334
C DE EDUC PROFISSIONAL SENAC - JESSE FREIRE,5300108,129790.44,27.0,0.9334
IDEAL ENSINO FUNDAMENTAL - UNIDADE IV,5300108,129790.44,27.0,0.9334
COL OBJETIVO DF - UNIDADE III,5300108,129790.44,27.0,0.9334
COLEGIO RAPHAEL DI SANTO,3509502,80741.47,33.0,0.9334
PEQUENO MUNDO ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,3509502,80741.47,33.0,0.9334
CASTELO BILINGUAL SCHOOL,3548807,136147.1,15.0,0.9329
ESCOLA EVOLUTION TEENS,3548807,136147.1,15.0,0.9329
FERNANDA DANIELA DILLENBURG EDUCACAO INFANTIL ME,3548807,136147.1,15.0,0.9329
COLEGIO ARBOS UNIDADE SAO CAETANO DO SUL,3548807,136147.1,15.0,0.9329
ESCOLA EVOLUTION SAO CAETANO DE ENSINO BILINGUE LTDA,3548807,136147.1,15.0,0.9329
THE JOY SCHOOL,3525904,147597.65,38.0,0.9327
OBJETIVO COLEGIO DE CAMPINAS UNIDADE BARAO GERALDO,3509502,80741.47,32.0,0.9325
COLEGIO APICE,3525904,147597.65,37.0,0.9322
CENTRO DE ENSINO GRAU TECNICO - UNIDADE BRASILIA,5300108,129790.44,26.0,0.9319
COL BIANGULO IV,5300108,129790.44,26.0,0.9319
INST EDUCACIONAL SANTO ELIAS,5300108,129790.44,26.0,0.9319
CFP TAGUATINGA - CFP-T - SENAI,5300108,129790.44,26.0,0.9319
COL LE PETIT GALOIS,5300108,129790.44,26.0,0.9319
COL GALOIS,5300108,129790.44,26.0,0.9319
ESCOLA SESI VANDERMIR FRANCESCONI JUNIOR,3525904,147597.65,36.0,0.9317
COLEGIO PROGRESSO UNIDADE TAQUARAL,3509502,80741.47,31.0,0.9316
MAPLE BEAR FLORIANOPOLIS CONTINENTE,4205407,58059.37,15.0,0.9312
COLEGIO DOCE COMECO,4205407,58059.37,15.0,0.9312
ESCOLA SARAPIQUA LTDA,4205407,58059.37,15.0,0.9312
CENTRO EDUCACIONAL TEMPO DE DESPERTAR LTDA,4205407,58059.37,15.0,0.9312
AVALON EVOLUTIVE SCHOOL,4205407,58059.37,15.0,0.9312
COLEGIO SANTA RITA DE CASSIA,4205407,58059.37,15.0,0.9312
CRESCER DE JUNDIAI COLEGIO,3525904,147597.65,35.0,0.931
COLEGUIUM - UNIDADE ALIPIO DE MELO,3106200,56227.29,21.0,0.9307
ESCOLA POLITECNICA DE MINAS GERAIS - POLIMIG,3106200,56227.29,21.0,0.9307
COL CHROMOS VENDA NOVA,3106200,56227.29,21.0,0.9307
MAPLE BEAR CANADIAN SCHOOL BELO HORIZONTE,3106200,56227.29,21.0,0.9307
INSTITUTO EDUCACIONAL MANOEL PINHEIRO,3106200,56227.29,21.0,0.9307
CENTRO DE FORMACAO ARTISTICA - CEFAR FUNDACAO CLOVIS SALGADO,3106200,56227.29,21.0,0.9307
COLEGIO DONA CLARA - UNIDADE 2,3106200,56227.29,21.0,0.9307
CEP VENDA NOVA,3106200,56227.29,21.0,0.9307
COLEGUIUM - UNIDADE NOVA SUICA,3106200,56227.29,21.0,0.9307
CENTRO EDUCACIONAL MINEIRO,3106200,56227.29,21.0,0.9307
INSTITUTO EDUCACIONAL MANOEL PINHEIRO,3106200,56227.29,21.0,0.9307
TABLEAU COLEGIO,3525904,147597.65,34.0,0.9302
SESI 355 CENTRO EDUCACIONAL,3525904,147597.65,34.0,0.9302
C OLIMPICO DE ENSINO,5300108,129790.44,25.0,0.9302
BLUE SCHOOL EDUCACIONAL,5300108,129790.44,25.0,0.9302
C EDUCACIONAL PIA-MATER,5300108,129790.44,25.0,0.9302
COL OBJETIVO DF - UNIDADE V,5300108,129790.44,25.0,0.9302
BRITISH SCHOOL OF BRASILIA,5300108,129790.44,25.0,0.9302
CENTRO EDUCACIONAL COSTA AZUL,4202008,64707.5,15.0,0.9295
ANTONI GAUDI COLEGIO,3525904,147597.65,33.0,0.9294
ALAMO COLEGIO,3556206,80718.99,19.0,0.9294
PARLENDA C E I,4106902,67691.3,18.0,0.9293
LOGUS E - ED INF ENS FUND,4106902,67691.3,18.0,0.9293
ESCOLA ISRAELITA SALOMAO GUELMANN,4106902,67691.3,18.0,0.9293
LAPIS DE COR E - EI EF,4106902,67691.3,18.0,0.9293
SOLOS E EI EF,4106902,67691.3,18.0,0.9293
RECANTO INFANTIL SC LTDA,4106902,67691.3,18.0,0.9293
BATISTA AGAPE COLEGIO,3509502,80741.47,29.0,0.9292
OFICINA DO ESTUDANTE COLEGIO,3509502,80741.47,29.0,0.9292
COLEGUIUM - UNIDADE JARDIM CANADA,3144805,111440.33,15.0,0.929
JOAO MARIA VIVENCIA INFANTIL DE VINHEDO,3556701,192052.06,17.0,0.9281
CE BRASIL CENTRAL,5300108,129790.44,24.0,0.928
CE LOGOS,5300108,129790.44,24.0,0.928
COL SANTA ROSA,5300108,129790.44,24.0,0.928
ECB CANADENSE DE BRASILIA AGUAS CLARAS,5300108,129790.44,24.0,0.928
RENOVATUS COLEGIO E E I BRANCA DE NEVE,3509502,80741.47,28.0,0.9279
PHOTON COLEGIO,3509502,80741.47,28.0,0.9279
COLEGIO ACM CENTRO,4314902,78586.94,16.0,0.9274
MUNDO EDUCACAO INFANTIL,4314902,78586.94,16.0,0.9274
ESC ADVENTISTA DE ENSINO FUNDAMENTAL DO SARANDI,4314902,78586.94,16.0,0.9274
FACULDADE DE TECNOLOGIA ALCIDES MAYA,4314902,78586.94,16.0,0.9274
COLEGIO JOAO PAULO I HIGI,4314902,78586.94,16.0,0.9274
ESCOLA SESI HAMLETO MAGNAVACCA,3106200,56227.29,20.0,0.9267
COLEGUIUM - UNIDADE BURITIS,3106200,56227.29,20.0,0.9267
COLEGIO FREDERICO OZANAM,3106200,56227.29,20.0,0.9267
INST EDUC BAIAO SANTOS,3106200,56227.29,20.0,0.9267
COLEGIO SABIRACEMA,3106200,56227.29,20.0,0.9267
COL CHROMOS BARREIRO,3106200,56227.29,20.0,0.9267
AXIS MUNDI COLEGIO,3509502,80741.47,27.0,0.9265
ROBERTO MANGE ESCOLA SENAI,3509502,80741.47,27.0,0.9265
REALIDADE ESCOLA DE EDUCACAO BASICA SISTEMA EDUCACIONAL,3509502,80741.47,27.0,0.9265
SAGRADO CORACAO DE JESUS COLEGIO,3509502,80741.47,27.0,0.9265
ARQUIMEDES ESCOLA,3509502,80741.47,27.0,0.9265
PORTAL BRASIL COLEGIO,3548500,73963.51,15.0,0.9262
PECOMPE ESCOLA EDUCACAO INFANTIL,3548500,73963.51,15.0,0.9262
ASSOCIACAO PEDAGOGICA WALDORF SANTOS,3548500,73963.51,15.0,0.9262
SENIOR COLEGIO ENSINO MEDIO,3548500,73963.51,15.0,0.9262
RITA DE CASSIA COLEGIO,3548500,73963.51,15.0,0.9262
VILA FELIZ BERCARIO E EDUCACAO INFANTIL,3548500,73963.51,15.0,0.9262
SENIOR COLEGIO,3548500,73963.51,15.0,0.9262
TRADICAO COLEGIO,3548500,73963.51,15.0,0.9262
COL ITAPUCA - REGIAO OCEANICA,3303302,158314.82,14.0,0.9261
EFONAPE,3303302,158314.82,14.0,0.9261
COL MONSENHOR RAEDER,3303302,158314.82,14.0,0.9261
COLEGIO E CURSO PENSI - LOBO TORRES,3303302,158314.82,14.0,0.9261
COLEGIO E CURSO PENSI - ICARAI 2,3303302,158314.82,14.0,0.9261
CRECHE ESCOLA ANCORA EDUCACAO INFANTIL LTDA,3303302,158314.82,14.0,0.9261
COLEGIO MONSENHOR RAEDER 1,3303302,158314.82,14.0,0.9261
C EDUCACIONAL RENASCENCA,5300108,129790.44,23.0,0.9257
C EDUCACIONAL TRANSFORMADOR KAIROS,5300108,129790.44,23.0,0.9257
COL FUTURO EDUCACAO,5300108,129790.44,23.0,0.9257
ESC MAPLE BEAR AGUAS CLARAS,5300108,129790.44,23.0,0.9257
COL COC BRAZLANDIA DF,5300108,129790.44,23.0,0.9257
COL BATISTA DE BRASILIA,5300108,129790.44,23.0,0.9257
ESC MAGISTRAL - UNIDADE II,5300108,129790.44,23.0,0.9257
COL EDUCANDARIO DE MARIA,5300108,129790.44,23.0,0.9257
THEMAEDUCANDO ESCOLA,3509502,80741.47,26.0,0.925
JARDIN S COLEGIO,3509502,80741.47,26.0,0.925
COLEGIO TECNICO DE CURITIBA - ENSINO MEDIO E PROFISSIONAL,4106902,67691.3,17.0,0.924
COLEGIO DOM BOSCO BATEL,4106902,67691.3,17.0,0.924
ESCOLA URSULA BENINCASA,4106902,67691.3,17.0,0.924
COLEGIO BATISTA MARANATA,4106902,67691.3,17.0,0.924
FAZ DE CONTA CENTRO DE EDUCACAO INFANTIL,4106902,67691.3,17.0,0.924
ESCOLA NOSSA SENHORA DA ESPERANCA,4106902,67691.3,17.0,0.924
TISTU II CTRO DE ATIVIDADE PRE ESC,4106902,67691.3,17.0,0.924
TISTU III CENTRO DE ATIVIDADE EDUC,4106902,67691.3,17.0,0.924
VILA MILITAR COLEGIO,4106902,67691.3,17.0,0.924
OBJETIVO CENTRO EDUCACIONAL UNIDADE DE SAO CAETANO DO SUL,3548807,136147.1,14.0,0.9238
C EDUCACIONAL LOGOS,5300108,129790.44,22.0,0.9231
COL IDEAL UNIDADE ASA SUL,5300108,129790.44,22.0,0.9231
C EDUCACIONAL PROJECAO GUARA,5300108,129790.44,22.0,0.9231
ESC PEDACINHO DO CEU,5300108,129790.44,22.0,0.9231
COL SANTA MARIA,5300108,129790.44,22.0,0.9231
COL DOM CESAR,5300108,129790.44,22.0,0.9231
COL OBJETIVO DF - UNIDADE VI,5300108,129790.44,22.0,0.9231
COL ESPU,5300108,129790.44,22.0,0.9231
C EDUCACIONAL PROJECAO SOBRADINHO,5300108,129790.44,22.0,0.9231
COL GALOIS AGUAS CLARAS,5300108,129790.44,22.0,0.9231
GLOBAL COLEGIO,3525904,147597.65,27.0,0.9226
SISTEMA PIAGET DE ENSINO,3106200,56227.29,19.0,0.9225
CENTRO EDUCATIVO COMUNITARIO ISRAEL PINHEIRO,3106200,56227.29,19.0,0.9225
INSTITUTO EDUCACIONAL SAO CAMILO,3106200,56227.29,19.0,0.9225
SENAI BELO HORIZONTE CFP AMERICO RENE GIANNETTI,3106200,56227.29,19.0,0.9225
MASTER EDUCADORA LTDA,3106200,56227.29,19.0,0.9225
ESPACO CORRE CUTIA,3106200,56227.29,19.0,0.9225
COLEGUIUM - UNIDADE CARLOS PRATES,3106200,56227.29,19.0,0.9225
SISTEMA APICE DE ENSINO,3106200,56227.29,19.0,0.9225
EIF ESCOLA INTERNACIONAL DE FLORIANOPOLIS,4205407,58059.37,14.0,0.9221
CENTRO EDUCACIONAL UNIVERSO,4205407,58059.37,14.0,0.9221
ASSOC PEDAGOGICA PRAIA DO RISO,4205407,58059.37,14.0,0.9221
PRINCIPE DA PAZ INSTITUTO DE EDUCACAO,3556701,192052.06,16.0,0.9214
TERRA INSTITUTO EDUCACAO,3556701,192052.06,16.0,0.9214
SER COLEGIO,3525904,147597.65,26.0,0.9211
PEDRO E RAFAEL COLEGIO,3509502,80741.47,24.0,0.9211
JULIO CHEVALIER INSTITUTO,3509502,80741.47,24.0,0.9211
CENTRO EDUCACIONAL OFICINA DA INFANCIA,4202008,64707.5,14.0,0.9204
ESCOLA BILINGUE SEMEAR,4202008,64707.5,14.0,0.9204
SOCIEDADE EDUC NOVA BALNEARIO CAMBORIU,4202008,64707.5,14.0,0.9204
C EDUCACIONAL PROJECAO TAGUATINGA NORTE,5300108,129790.44,21.0,0.9201
COL ATHOS,5300108,129790.44,21.0,0.9201
COL ELITE GAMA,5300108,129790.44,21.0,0.9201
C EDUCACIONAL BRINK KIDS,5300108,129790.44,21.0,0.9201
COL ESPLANADA,5300108,129790.44,21.0,0.9201
COL BIANGULO,5300108,129790.44,21.0,0.9201
ESC JARDIM DO EDEN,5300108,129790.44,21.0,0.9201
REDE DE ENS CERTO - UNIDADE CEILANDIA,5300108,129790.44,21.0,0.9201
COL TIRADENTES,5300108,129790.44,21.0,0.9201
INSTITUTO EDUCACIONAL E CULTURAL OURO VERDE,3144805,111440.33,14.0,0.9199
CASTELO BALUARTE INSTITUTO EDUCACIONAL,3556206,80718.99,17.0,0.9197
UNIVERSITARIO ALPHAVILLE COLEGIO,3547304,92978.15,17.0,0.9192
CHACARA ENCANTADA ESCOLA DE EDUCACAO BASICA,3547304,92978.15,17.0,0.9192
COLEGIO FAESA JUCUTUQUARA,3205309,87520.35,14.0,0.9191
FAESA CENTRO TECNICO E ENSINO MEDIO,3205309,87520.35,14.0,0.9191
CEI IDADE CRIATIVA,3205309,87520.35,14.0,0.9191
ESCOLA AMERICA DE VITORIA,3205309,87520.35,14.0,0.9191
CRECHE COGUMELO LTDA,3205309,87520.35,14.0,0.9191
CRECHE UIRANDE LTDA,3205309,87520.35,14.0,0.9191
ESC ENS MEDIO MARIA IMACULADA,4314902,78586.94,15.0,0.919
EEP FATEPA,4314902,78586.94,15.0,0.919
5013 IEI SANTA LUIZA,4314902,78586.94,15.0,0.919
INSTITUTO SAO FRANCISCO SANTA FAMILIA,4314902,78586.94,15.0,0.919
CENTRO DE FORMACAO PROFISSIONAL SENAI AUTOMOTIVO PORTO ALEGRE,4314902,78586.94,15.0,0.919
COLEGIO UNIFICADO - ZONA SUL,4314902,78586.94,15.0,0.919
ESCOLA DE ENSINO FUNDAMENTAL SAO FRANCISCO - ZONA SUL,4314902,78586.94,15.0,0.919
DOMINIUS COLEGIO,3509502,80741.47,23.0,0.9188
SESI 421 CENTRO EDUCACIONAL,3509502,80741.47,23.0,0.9188
INSTITUTO DE EDUCACAO PARQUE INDUSTRIAL IEPI,3509502,80741.47,23.0,0.9188
ESCOLA TIGRINHOS E GOLDEN TIGERS ED INF ENS FUNDAMENTAL,3509502,80741.47,23.0,0.9188
COLEGIO CONVIVER,3106200,56227.29,18.0,0.9182
COLEGIO LOGOSOFICO GONZALEZ PECOTCHE UNIDADE - CIDADE NOVA,3106200,56227.29,18.0,0.9182
INSTITUTO CORACAO DE JESUS,3106200,56227.29,18.0,0.9182
GRAU TECNICO BARREIRO,3106200,56227.29,18.0,0.9182
INSTITUTO TARCISIO BISINOTTO,3106200,56227.29,18.0,0.9182
COLEGIO ALUMNUS,3106200,56227.29,18.0,0.9182
CENTRO EDUCACIONAL TRANSMUTARE,3106200,56227.29,18.0,0.9182
ATOS SCHOOL EDUCACIONAL,3106200,56227.29,18.0,0.9182
STELLA ESCOLA INFANTIL ENSINO FUNDAMENTAL,3106200,56227.29,18.0,0.9182
CENTRO INFANTIL GABRIELA DINELLI,3106200,56227.29,18.0,0.9182
COLEGIO REDE DECISAO - UNIDADE LOURDES,3106200,56227.29,18.0,0.9182
COLEGIO ORLEANS E BRAGANCA,3106200,56227.29,18.0,0.9182
INSTITUTO ITAPOA,3106200,56227.29,18.0,0.9182
COLEGIO SAO JOSE DE ENSINO FUNDAMENTAL E MEDIO,3106200,56227.29,18.0,0.9182
SENAC JUNDIAI,3525904,147597.65,24.0,0.9172
COLEGIO MEMORIAL,3525904,147597.65,24.0,0.9172
BANDEIRANTES E EI EF,4106902,67691.3,16.0,0.9172
ALTO PADRAO COLEGIO ED INF E ENS FUND E MED,4106902,67691.3,16.0,0.9172
LITTLE KIDS ESCOLA BILINGUE,4106902,67691.3,16.0,0.9172
COLEGIO CRISTAO DE CURITIBA - EDUC INF ENS FUND I E II E ENS MEDIO,4106902,67691.3,16.0,0.9172
ESCOLA ALEMA DE CURITIBA - ENSINO FUNDAMENTAL,4106902,67691.3,16.0,0.9172
NOSSA SENHORA DE NAZARE E - EI EF,4106902,67691.3,16.0,0.9172
INOVACAO KIDS E EI EF,4106902,67691.3,16.0,0.9172
UEPT 46 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE CURITIBA PORTAO- SENAC,4106902,67691.3,16.0,0.9172
TISTU I CTRO DE ATIVIDADE PRE ESC,4106902,67691.3,16.0,0.9172
ASSISBAN,4106902,67691.3,16.0,0.9172
CENTRO DE EDUCACAO INFANTIL DOM BOSCO AHU,4106902,67691.3,16.0,0.9172
INOVACAO DO SABER E EF,4106902,67691.3,16.0,0.9172
COLEGIO AEON EDUCACIONAL,3548500,73963.51,14.0,0.9171
ATRIO TATIBITATI COLEGIO,3548500,73963.51,14.0,0.9171
COC UNIVERSITARIO DE SANTOS COLEGIO,3548500,73963.51,14.0,0.9171
REGINA ALTMAN ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,3548500,73963.51,14.0,0.9171
ESTILO INSTITUTO EDUCACIONAL,3509502,80741.47,22.0,0.9162
CIE CENTRO INTEGRADO DE EDUCACAO COLEGIO MULTIPLO,3509502,80741.47,22.0,0.9162
ACANTO CRECHE ESCOLA LTDA,3303302,158314.82,13.0,0.9161
ASSOCIACAO EDUCACIONAL COMECO DE VIDA,3303302,158314.82,13.0,0.9161
COLEGIO GOMES PEREIRA,3303302,158314.82,13.0,0.9161
PRIMEIROS PASSOS ESCOLA MATERNAL,3303302,158314.82,13.0,0.9161
COLEGIO SALA DE EDUCAR,3303302,158314.82,13.0,0.9161
ASSOCIACAO DE ASSISTENCIA SOCIAL CORACAO DE JESUS,3303302,158314.82,13.0,0.9161
CENTRO DE ENSINO SININHO DE OURO,3303302,158314.82,13.0,0.9161
ESCOLINHA DA TIA SUZANA LTDA,3303302,158314.82,13.0,0.9161
ESC DNA,5300108,129790.44,20.0,0.9161
ESC KK,5300108,129790.44,20.0,0.9161
CDJ EDUCACIONAL,5300108,129790.44,20.0,0.9161
INST NATURAL DE DESENV INFANTIL - INDI LTDA,5300108,129790.44,20.0,0.9161
C DE ENS ISAAC NEWTON,5300108,129790.44,20.0,0.9161
COL OBJETIVO DF - UNIDADE VIII,5300108,129790.44,20.0,0.9161
ESC MAGISTRAL,5300108,129790.44,20.0,0.9161
ESC MOARA,5300108,129790.44,20.0,0.9161
COL BIANGULO - VIII,5300108,129790.44,20.0,0.9161
COBIAN - COL BIANGULO,5300108,129790.44,20.0,0.9161
COL IDEAL AGUAS CLARAS - UNIDADE VII,5300108,129790.44,20.0,0.9161
COL DIGITAL,5300108,129790.44,20.0,0.9161
CEAV JR AGUAS CLARAS - C EDUCACIONAL ALMEIDA VIEIRA JUNIOR AGUAS CLARAS,5300108,129790.44,20.0,0.9161
COL BARAO DO RIO BRANCO,5300108,129790.44,20.0,0.9161
COLEGIO DOM JOSE,5300108,129790.44,20.0,0.9161
COL OBJETIVO ASA NORTE,5300108,129790.44,20.0,0.9161
INEB - INST EDUCACIONAL DE BRASILIA,5300108,129790.44,20.0,0.9161
BATISTA BRASILEIRO COLEGIO,3550308,93156.23,109.0,0.915
DANTE ALIGHIERI COLEGIO,3550308,93156.23,112.0,0.915
SANTA FELICIDADE COLEGIO,3525904,147597.65,23.0,0.9149
JOAQUIM MARIA MACHADO DE ASSIS COLEGIO,3550308,93156.23,98.0,0.9149
SENAC NACOES UNIDAS,3550308,93156.23,90.0,0.9148
ALBERT SABIN COLEGIO,3550308,93156.23,81.0,0.9147
MOBILE ESCOLA PRATICA DE ESTUDOS ELEMENTARES,3550308,93156.23,83.0,0.9147
